Date,Close,Open,High,Low,Volue_K,Volume
2019-03-22,3990.40,3982.20,4005.70,3971.80,2.83,2830000.00
2019-03-23,4002.50,3990.40,4018.20,3980.80,2.00,2000000.00
2019-03-24,3994.70,4002.60,4005.70,3967.00,2.04,2040000.00
2019-03-25,3937.00,3994.80,4000.50,3897.90,2.86,2860000.00
2019-03-26,3942.80,3937.10,3950.70,3899.90,2.53,2530000.00
2019-03-27,4041.70,3942.80,4043.30,3936.20,2.78,2780000.00
2019-03-28,4025.60,4041.70,4041.70,4008.40,2.11,2110000.00
2019-03-29,4102.20,4025.70,4123.10,4022.60,3.30,3300000.00
2019-03-30,4111.80,4103.70,4138.10,4057.10,2.55,2550000.00
2019-03-31,4102.30,4111.80,4121.90,4082.20,2.43,2430000.00
2019-04-01,4145.10,4102.30,4159.10,4076.80,3.22,3220000.00
2019-04-02,4859.30,4145.10,4899.60,4143.50,14.77,14770000.00
2019-04-03,4968.70,4859.30,5278.40,4814.00,13.83,13830000.00
2019-04-04,4902.40,4968.70,5042.50,4789.20,1.05,1050000.00
2019-04-05,5010.20,4902.50,5029.40,4888.30,851.72,851720.00
2019-04-06,5046.20,5010.00,5198.40,4947.90,952.18,952180.00
2019-04-07,5173.60,5046.10,5219.50,5033.70,841.27,841270.00
2019-04-08,5245.20,5173.50,5300.60,5060.50,928.23,928230.00
2019-04-09,5158.40,5245.00,5245.90,5095.20,784.62,784620.00
2019-04-10,5307.80,5158.40,5404.10,5142.90,837.51,837510.00
2019-04-11,5022.60,5307.70,5337.00,4948.00,943.49,943490.00
2019-04-12,5054.20,5022.70,5080.50,4889.20,779.14,779140.00
2019-04-13,5051.80,5054.20,5093.40,5011.60,577.16,577160.00
2019-04-14,5134.80,5052.00,5153.50,5010.70,566.38,566380.00
2019-04-15,5032.30,5135.10,5168.00,4964.20,688.20,688200.00
2019-04-16,5180.90,5031.40,5198.40,5014.40,631.05,631050.00
2019-04-17,5208.30,5182.10,5230.90,5165.50,806.52,806520.00
2019-04-18,5264.70,5208.30,5293.10,5205.00,727.97,727970.00
2019-04-19,5241.00,5264.80,5282.40,5192.10,787.09,787090.00
2019-04-20,5290.20,5241.00,5327.00,5240.20,782.32,782320.00
2019-04-21,5243.50,5290.20,5308.20,5189.80,811.41,811410.00
2019-04-22,5346.70,5248.20,5370.20,5170.20,920.77,920770.00
2019-04-23,5511.60,5346.50,5594.40,5291.40,900.00,900000.00
2019-04-24,5415.60,5511.20,5589.60,5346.80,994.04,994040.00
2019-04-25,5209.10,5415.60,5528.20,5137.40,955.36,955360.00
2019-04-26,5298.30,5209.20,5469.30,5159.30,1.03,1030000.00
2019-04-27,5265.90,5298.20,5318.10,5225.40,833.13,833130.00
2019-04-28,5302.30,5265.70,5332.50,5234.40,681.41,681410.00
2019-04-29,5235.00,5302.40,5322.90,5188.90,775.82,775820.00
2019-04-30,5320.80,5235.40,5336.60,5195.90,697.42,697420.00
2019-05-01,5384.20,5321.10,5396.30,5319.50,623.64,623640.00
2019-05-02,5493.80,5384.60,5530.80,5370.00,722.23,722230.00
2019-05-03,5766.80,5493.60,5844.20,5478.70,1.04,1040000.00
2019-05-04,5830.90,5768.00,5899.20,5605.00,920.61,920610.00
2019-05-05,5774.90,5830.80,5838.20,5708.20,709.02,709020.00
2019-05-06,5745.10,5775.10,5801.40,5630.50,755.39,755390.00
2019-05-07,5849.50,5745.50,6019.80,5745.50,955.88,955880.00
2019-05-08,5990.30,5849.40,6011.30,5799.10,757.13,757130.00
2019-05-09,6191.50,5990.50,6206.00,5990.00,799.96,799960.00
2019-05-10,6386.00,6194.30,6466.60,6157.80,907.94,907940.00
2019-05-11,7190.30,6386.60,7373.80,6386.50,1.31,1310000.00
2019-05-12,6984.80,7190.00,7518.90,6802.60,1.35,1350000.00
2019-05-13,7806.00,6984.70,8058.30,6893.10,1.20,1200000.00
2019-05-14,7994.60,7806.40,8323.90,7674.00,1.33,1330000.00
2019-05-15,8164.60,7994.80,8225.30,7856.50,1.13,1130000.00
2019-05-16,7871.80,8164.80,8293.30,7720.40,1.18,1180000.00
2019-05-17,7359.50,7871.90,7924.00,6998.60,1.43,1430000.00
2019-05-18,7262.60,7359.90,7458.50,7189.40,865.53,865530.00
2019-05-19,8157.20,7261.90,8253.40,7252.30,1.08,1080000.00
2019-05-20,7965.30,8156.40,8156.40,7604.00,958.81,958810.00
2019-05-21,7930.30,7965.00,8056.80,7813.20,804.88,804880.00
2019-05-22,7635.70,7928.70,7999.00,7545.90,821.40,821400.00
2019-05-23,7852.10,7637.20,7939.10,7486.80,815.14,815140.00
2019-05-24,7970.10,7852.80,8124.10,7775.40,868.47,868470.00
2019-05-25,8027.40,7971.40,8090.10,7919.10,691.27,691270.00
2019-05-26,8630.20,8029.60,8718.60,7866.50,872.12,872120.00
2019-05-27,8760.10,8628.90,8902.80,8607.30,907.96,907960.00
2019-05-28,8716.30,8759.40,8794.10,8568.80,763.20,763200.00
2019-05-29,8647.80,8715.60,8747.20,8435.30,15.43,15430000.00
2019-05-30,8271.90,8647.80,9045.90,8054.70,1.04,1040000.00
2019-05-31,8558.30,8271.40,8578.80,8135.00,858.41,858410.00
2019-06-01,8545.70,8556.90,8615.80,8454.00,686.75,686750.00
2019-06-02,8728.60,8545.80,8807.70,8534.80,614.54,614540.00
2019-06-03,8124.80,8728.60,8734.90,8102.70,739.45,739450.00
2019-06-04,7685.50,8118.10,8118.10,7494.00,966.95,966950.00
2019-06-05,7779.10,7685.60,7885.00,7590.40,762.94,762940.00
2019-06-06,7784.90,7779.60,7861.40,7480.40,651.82,651820.00
2019-06-07,7985.20,7785.80,8099.40,7749.40,588.87,588870.00
2019-06-08,7901.40,7985.30,8044.40,7770.50,485.81,485810.00
2019-06-09,7635.00,7901.60,7937.50,7516.90,554.48,554480.00
2019-06-10,7987.80,7635.00,8012.80,7523.60,641.38,641380.00
2019-06-11,7888.00,7987.80,8010.40,7714.50,579.00,579000.00
2019-06-12,8133.10,7888.00,8198.10,7805.80,607.89,607890.00
2019-06-13,8219.00,8132.40,8306.10,8028.60,574.21,574210.00
2019-06-14,8656.10,8218.60,8685.30,8153.20,643.17,643170.00
2019-06-15,8812.50,8655.80,8856.70,8582.30,608.69,608690.00
2019-06-16,8962.50,8812.20,9332.00,8771.10,849.77,849770.00
2019-06-17,9318.80,8961.00,9438.10,8959.80,738.80,738800.00
2019-06-18,9080.60,9318.90,9336.10,8962.70,723.17,723170.00
2019-06-19,9255.40,9080.70,9295.10,9044.00,587.57,587570.00
2019-06-20,9517.00,9255.00,9583.90,9188.40,693.62,693620.00
2019-06-21,10179.30,9517.70,10184.30,9517.40,769.12,769120.00
2019-06-22,10721.70,10178.10,11160.50,10031.30,1.09,1090000.00
2019-06-23,10897.10,10721.50,11361.30,10557.80,683.79,683790.00
2019-06-24,11046.40,10897.30,11114.40,10622.60,566.96,566960.00
2019-06-25,11809.90,11046.60,11833.90,11033.70,781.09,781090.00
2019-06-26,13063.80,11811.60,13929.80,11747.30,1.48,1480000.00
2019-06-27,11287.80,13062.40,13422.00,10493.50,1.59,1590000.00
2019-06-28,12409.10,11288.40,12461.80,10970.50,1.09,1090000.00
2019-06-29,11906.50,12408.00,12422.90,11490.80,834.62,834620.00
2019-06-30,10818.60,11906.00,12179.30,10765.40,880.77,880770.00
2019-07-01,10616.60,10821.40,11254.50,10041.60,1.04,1040000.00
